Election,Election Date,Precinct Code,Precinct Description,Political Party,Voter Count
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0301,PHILA WD 03 DIV 01,DEMOCRATIC,153
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0301,PHILA WD 03 DIV 01,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0301,PHILA WD 03 DIV 01,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0301,PHILA WD 03 DIV 01,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0301,PHILA WD 03 DIV 01,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0302,PHILA WD 03 DIV 02,DEMOCRATIC,140
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0302,PHILA WD 03 DIV 02,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0302,PHILA WD 03 DIV 02,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0302,PHILA WD 03 DIV 02,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0303,PHILA WD 03 DIV 03,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0303,PHILA WD 03 DIV 03,DEMOCRATIC,217
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0303,PHILA WD 03 DIV 03,NON-PARTISAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0303,PHILA WD 03 DIV 03,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0303,PHILA WD 03 DIV 03,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0304,PHILA WD 03 DIV 04,DEMOCRATIC,226
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0304,PHILA WD 03 DIV 04,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0304,PHILA WD 03 DIV 04,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0305,PHILA WD 03 DIV 05,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0305,PHILA WD 03 DIV 05,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0305,PHILA WD 03 DIV 05,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0305,PHILA WD 03 DIV 05,DEMOCRATIC,131
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0306,PHILA WD 03 DIV 06,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0306,PHILA WD 03 DIV 06,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0306,PHILA WD 03 DIV 06,DEMOCRATIC,190
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0307,PHILA WD 03 DIV 07,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0307,PHILA WD 03 DIV 07,DEMOCRATIC,176
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0307,PHILA WD 03 DIV 07,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0307,PHILA WD 03 DIV 07,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0307,PHILA WD 03 DIV 07,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0308,PHILA WD 03 DIV 08,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0308,PHILA WD 03 DIV 08,DEMOCRATIC,170
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0308,PHILA WD 03 DIV 08,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0309,PHILA WD 03 DIV 09,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0309,PHILA WD 03 DIV 09,DEMOCRATIC,239
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0309,PHILA WD 03 DIV 09,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0310,PHILA WD 03 DIV 10,DEMOCRATIC,196
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0310,PHILA WD 03 DIV 10,UNKNOWN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0310,PHILA WD 03 DIV 10,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0311,PHILA WD 03 DIV 11,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0311,PHILA WD 03 DIV 11,DEMOCRATIC,242
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0311,PHILA WD 03 DIV 11,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0312,PHILA WD 03 DIV 12,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0312,PHILA WD 03 DIV 12,DEMOCRATIC,185
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0312,PHILA WD 03 DIV 12,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0313,PHILA WD 03 DIV 13,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0313,PHILA WD 03 DIV 13,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0313,PHILA WD 03 DIV 13,DEMOCRATIC,152
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0314,PHILA WD 03 DIV 14,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0314,PHILA WD 03 DIV 14,DEMOCRATIC,243
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0314,PHILA WD 03 DIV 14,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0314,PHILA WD 03 DIV 14,UNKNOWN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0315,PHILA WD 03 DIV 15,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0315,PHILA WD 03 DIV 15,DEMOCRATIC,191
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0315,PHILA WD 03 DIV 15,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0315,PHILA WD 03 DIV 15,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0316,PHILA WD 03 DIV 16,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0316,PHILA WD 03 DIV 16,INDEPENDENT,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0316,PHILA WD 03 DIV 16,DEMOCRATIC,231
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0316,PHILA WD 03 DIV 16,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0317,PHILA WD 03 DIV 17,OTHER,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0317,PHILA WD 03 DIV 17,DEMOCRATIC,239
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0317,PHILA WD 03 DIV 17,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0318,PHILA WD 03 DIV 18,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0318,PHILA WD 03 DIV 18,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0318,PHILA WD 03 DIV 18,DEMOCRATIC,225
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0319,PHILA WD 03 DIV 19,DEMOCRATIC,251
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0319,PHILA WD 03 DIV 19,NO AFFILIATION,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0319,PHILA WD 03 DIV 19,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0319,PHILA WD 03 DIV 19,GREEN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0320,PHILA WD 03 DIV 20,DEMOCRATIC,159
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0320,PHILA WD 03 DIV 20,REPUBLICAN,10
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0320,PHILA WD 03 DIV 20,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0320,PHILA WD 03 DIV 20,NON-PARTISAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0320,PHILA WD 03 DIV 20,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0321,PHILA WD 03 DIV 21,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0321,PHILA WD 03 DIV 21,UNKNOWN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0321,PHILA WD 03 DIV 21,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0321,PHILA WD 03 DIV 21,DEMOCRATIC,125
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0322,PHILA WD 03 DIV 22,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0322,PHILA WD 03 DIV 22,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0322,PHILA WD 03 DIV 22,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0322,PHILA WD 03 DIV 22,DEMOCRATIC,128
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0401,PHILA WD 04 DIV 01,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0401,PHILA WD 04 DIV 01,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0401,PHILA WD 04 DIV 01,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0401,PHILA WD 04 DIV 01,DEMOCRATIC,179
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0402,PHILA WD 04 DIV 02,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0402,PHILA WD 04 DIV 02,DEMOCRATIC,212
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0402,PHILA WD 04 DIV 02,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0402,PHILA WD 04 DIV 02,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0403,PHILA WD 04 DIV 03,DEMOCRATIC,208
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0403,PHILA WD 04 DIV 03,REPUBLICAN,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0403,PHILA WD 04 DIV 03,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0404,PHILA WD 04 DIV 04,DEMOCRATIC,112
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0404,PHILA WD 04 DIV 04,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0404,PHILA WD 04 DIV 04,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0404,PHILA WD 04 DIV 04,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0405,PHILA WD 04 DIV 05,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0405,PHILA WD 04 DIV 05,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0405,PHILA WD 04 DIV 05,DEMOCRATIC,193
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0405,PHILA WD 04 DIV 05,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0406,PHILA WD 04 DIV 06,DEMOCRATIC,186
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0406,PHILA WD 04 DIV 06,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0407,PHILA WD 04 DIV 07,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0407,PHILA WD 04 DIV 07,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0407,PHILA WD 04 DIV 07,DEMOCRATIC,235
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0407,PHILA WD 04 DIV 07,REPUBLICAN,7
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0408,PHILA WD 04 DIV 08,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0408,PHILA WD 04 DIV 08,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0408,PHILA WD 04 DIV 08,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0408,PHILA WD 04 DIV 08,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0408,PHILA WD 04 DIV 08,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0408,PHILA WD 04 DIV 08,DEMOCRATIC,218
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0409,PHILA WD 04 DIV 09,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0409,PHILA WD 04 DIV 09,DEMOCRATIC,204
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0410,PHILA WD 04 DIV 10,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0410,PHILA WD 04 DIV 10,DEMOCRATIC,185
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0410,PHILA WD 04 DIV 10,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0410,PHILA WD 04 DIV 10,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0411,PHILA WD 04 DIV 11,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0411,PHILA WD 04 DIV 11,DEMOCRATIC,195
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0411,PHILA WD 04 DIV 11,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0411,PHILA WD 04 DIV 11,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0412,PHILA WD 04 DIV 12,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0412,PHILA WD 04 DIV 12,DEMOCRATIC,155
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0412,PHILA WD 04 DIV 12,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0413,PHILA WD 04 DIV 13,REPUBLICAN,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0413,PHILA WD 04 DIV 13,DEMOCRATIC,227
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0413,PHILA WD 04 DIV 13,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0413,PHILA WD 04 DIV 13,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0414,PHILA WD 04 DIV 14,REPUBLICAN,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0414,PHILA WD 04 DIV 14,DEMOCRATIC,181
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0414,PHILA WD 04 DIV 14,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0414,PHILA WD 04 DIV 14,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0415,PHILA WD 04 DIV 15,UNKNOWN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0415,PHILA WD 04 DIV 15,INDEPENDENT,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0415,PHILA WD 04 DIV 15,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0415,PHILA WD 04 DIV 15,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0415,PHILA WD 04 DIV 15,DEMOCRATIC,171
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0415,PHILA WD 04 DIV 15,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0416,PHILA WD 04 DIV 16,REPUBLICAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0416,PHILA WD 04 DIV 16,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0416,PHILA WD 04 DIV 16,DEMOCRATIC,202
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0416,PHILA WD 04 DIV 16,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0416,PHILA WD 04 DIV 16,UNKNOWN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0417,PHILA WD 04 DIV 17,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0417,PHILA WD 04 DIV 17,DEMOCRATIC,208
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0417,PHILA WD 04 DIV 17,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0418,PHILA WD 04 DIV 18,DEMOCRATIC,215
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0418,PHILA WD 04 DIV 18,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0418,PHILA WD 04 DIV 18,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0418,PHILA WD 04 DIV 18,NO AFFILIATION,9
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0419,PHILA WD 04 DIV 19,REPUBLICAN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0419,PHILA WD 04 DIV 19,NO AFFILIATION,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0419,PHILA WD 04 DIV 19,DEMOCRATIC,128
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0420,PHILA WD 04 DIV 20,INDEPENDENCE,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0420,PHILA WD 04 DIV 20,NO AFFILIATION,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0420,PHILA WD 04 DIV 20,DEMOCRATIC,173
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0420,PHILA WD 04 DIV 20,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0421,PHILA WD 04 DIV 21,REPUBLICAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0421,PHILA WD 04 DIV 21,NO AFFILIATION,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0421,PHILA WD 04 DIV 21,DEMOCRATIC,232
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0501,PHILA WD 05 DIV 01,GREEN,3
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0501,PHILA WD 05 DIV 01,NO AFFILIATION,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0501,PHILA WD 05 DIV 01,REPUBLICAN,36
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0501,PHILA WD 05 DIV 01,DEMOCRATIC,325
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0502,PHILA WD 05 DIV 02,DEMOCRATIC,210
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0502,PHILA WD 05 DIV 02,OTHER,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0502,PHILA WD 05 DIV 02,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0502,PHILA WD 05 DIV 02,NO AFFILIATION,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0502,PHILA WD 05 DIV 02,REPUBLICAN,16
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0503,PHILA WD 05 DIV 03,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0503,PHILA WD 05 DIV 03,REPUBLICAN,35
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0503,PHILA WD 05 DIV 03,DEMOCRATIC,234
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0503,PHILA WD 05 DIV 03,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0503,PHILA WD 05 DIV 03,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0504,PHILA WD 05 DIV 04,DEMOCRATIC,236
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0504,PHILA WD 05 DIV 04,REPUBLICAN,22
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0504,PHILA WD 05 DIV 04,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0504,PHILA WD 05 DIV 04,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0504,PHILA WD 05 DIV 04,NO AFFILIATION,5
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0505,PHILA WD 05 DIV 05,DEMOCRATIC,262
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0505,PHILA WD 05 DIV 05,UNAFFILIATED,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0505,PHILA WD 05 DIV 05,REPUBLICAN,24
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0505,PHILA WD 05 DIV 05,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0505,PHILA WD 05 DIV 05,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0505,PHILA WD 05 DIV 05,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0506,PHILA WD 05 DIV 06,GREEN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0506,PHILA WD 05 DIV 06,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0506,PHILA WD 05 DIV 06,DEMOCRATIC,204
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0506,PHILA WD 05 DIV 06,REPUBLICAN,18
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0507,PHILA WD 05 DIV 07,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0507,PHILA WD 05 DIV 07,NO PARTY,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0507,PHILA WD 05 DIV 07,NO AFFILIATION,4
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0507,PHILA WD 05 DIV 07,REPUBLICAN,10
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0507,PHILA WD 05 DIV 07,DEMOCRATIC,159
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0508,PHILA WD 05 DIV 08,UNAFFILIATED,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0508,PHILA WD 05 DIV 08,INDEPENDENCE,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0508,PHILA WD 05 DIV 08,NO AFFILIATION,16
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0508,PHILA WD 05 DIV 08,DEMOCRATIC,250
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0508,PHILA WD 05 DIV 08,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0508,PHILA WD 05 DIV 08,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0508,PHILA WD 05 DIV 08,REPUBLICAN,10
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0509,PHILA WD 05 DIV 09,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0509,PHILA WD 05 DIV 09,NO PARTY,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0509,PHILA WD 05 DIV 09,DEMOCRATIC,189
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0509,PHILA WD 05 DIV 09,REPUBLICAN,22
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0509,PHILA WD 05 DIV 09,LIBERTARIAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0509,PHILA WD 05 DIV 09,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0510,PHILA WD 05 DIV 10,GREEN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0510,PHILA WD 05 DIV 10,NO AFFILIATION,6
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0510,PHILA WD 05 DIV 10,REPUBLICAN,22
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0510,PHILA WD 05 DIV 10,DEMOCRATIC,92
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0511,PHILA WD 05 DIV 11,DEMOCRATIC,216
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0511,PHILA WD 05 DIV 11,REPUBLICAN,13
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0511,PHILA WD 05 DIV 11,NO AFFILIATION,8
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0511,PHILA WD 05 DIV 11,INDEPENDENT,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0512,PHILA WD 05 DIV 12,NON-PARTISAN,1
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0512,PHILA WD 05 DIV 12,DEMOCRATIC,256
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0512,PHILA WD 05 DIV 12,LIBERTARIAN,2
2015 MUNICIPAL PRIMARY,05/19/2015 12:00:00 AM,0512,PHILA WD 05 DIV 12,REPUBLICAN,36
